receptor_0_3mA_5min: CV i vs E Scan 2,,receptor_0_3mA_5min: CV i vs E Scan 3,,receptor_0_3mA_5min: CV i vs E Scan 4,,receptor_0_3mA_5min: CV i vs E Scan 5,,receptor_0_3mA_10min: CV i vs E Scan 2,,receptor_0_3mA_10min: CV i vs E Scan 3,,receptor_0_3mA_10min: CV i vs E Scan 4,,receptor_0_3mA_10min: CV i vs E Scan 5,,receptor_0_3mA_15min: CV i vs E Scan 2,,receptor_0_3mA_15min: CV i vs E Scan 3,,receptor_0_3mA_15min: CV i vs E Scan 4,,receptor_0_3mA_15min: CV i vs E Scan 5,,receptor_0_3mA_20min: CV i vs E Scan 2,,receptor_0_3mA_20min: CV i vs E Scan 3,,receptor_0_3mA_20min: CV i vs E Scan 4,,receptor_0_3mA_20min: CV i vs E Scan 5,,receptor_0_3mA_25min: CV i vs E Scan 2,,receptor_0_3mA_25min: CV i vs E Scan 3,,receptor_0_3mA_25min: CV i vs E Scan 4,,receptor_0_3mA_25min: CV i vs E Scan 5,,receptor_0_3mA_30min: CV i vs E Scan 2,,receptor_0_3mA_30min: CV i vs E Scan 3,,receptor_0_3mA_30min: CV i vs E Scan 4,,receptor_0_3mA_30min: CV i vs E Scan 5,,receptor_0mA_2min: CV i vs E Scan 2,,receptor_0mA_2min: CV i vs E Scan 3,,receptor_0mA_2min: CV i vs E Scan 4,,receptor_0mA_2min: CV i vs E Scan 5
Date and time measurement:,2025-07-01 17:32:40,Date and time measurement:,2025-07-01 17:32:40,Date and time measurement:,2025-07-01 17:32:40,Date and time measurement:,2025-07-01 17:32:40,Date and time measurement:,2025-07-01 17:36:44,Date and time measurement:,2025-07-01 17:36:44,Date and time measurement:,2025-07-01 17:36:44,Date and time measurement:,2025-07-01 17:36:44,Date and time measurement:,2025-07-01 17:41:05,Date and time measurement:,2025-07-01 17:41:05,Date and time measurement:,2025-07-01 17:41:05,Date and time measurement:,2025-07-01 17:41:05,Date and time measurement:,2025-07-01 17:45:04,Date and time measurement:,2025-07-01 17:45:04,Date and time measurement:,2025-07-01 17:45:04,Date and time measurement:,2025-07-01 17:45:04,Date and time measurement:,2025-07-01 17:49:10,Date and time measurement:,2025-07-01 17:49:10,Date and time measurement:,2025-07-01 17:49:10,Date and time measurement:,2025-07-01 17:49:10,Date and time measurement:,2025-07-01 17:53:15,Date and time measurement:,2025-07-01 17:53:15,Date and time measurement:,2025-07-01 17:53:15,Date and time measurement:,2025-07-01 17:53:15,Date and time measurement:,2025-07-01 17:28:35,Date and time measurement:,2025-07-01 17:28:35,Date and time measurement:,2025-07-01 17:28:35,Date and time measurement:,2025-07-01 17:28:35,
V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA
-0.500275611877441,-0.488042831420898,-0.500275611877441,-0.503778457641602,-0.500275611877441,-0.491857528686523,-0.500275611877441,-0.472784042358398,-0.500275611877441,0.34785270690918,-0.500275611877441,0.383138656616211,-0.500275611877441,0.42271614074707,-0.500275611877441,0.45323371887207,-0.500275611877441,0.903849601745605,-0.500275611877441,0.926260948181152,-0.500275611877441,0.939135551452637,-0.500275611877441,0.951533317565918,-0.500275611877441,1.54042720794678,-0.500275611877441,1.49226665496826,-0.500275611877441,1.46461009979248,-0.500275611877441,1.46317958831787,-0.500275611877441,1.32251262664795,-0.500275611877441,1.25861644744873,-0.500275611877441,1.21856212615967,-0.500275611877441,1.18852138519287,-0.500275611877441,1.6353178024292,-0.500275611877441,1.57762050628662,-0.500275611877441,1.55568599700928,-0.500275611877441,1.53613567352295,-0.500275611877441,-0.754122734069824,-0.500275611877441,-0.837092399597168,-0.500275611877441,-0.856642723083496,-0.500275611877441,-0.829463005065918
-0.450353622436523,0.0536441802978516,-0.450353622436523,0.0483989715576172,-0.450353622436523,0.0679492950439453,-0.450353622436523,0.0941753387451172,-0.450353622436523,1.06311321258545,-0.450353622436523,1.1007833480835,-0.450353622436523,1.14846706390381,-0.450353622436523,1.18375301361084,-0.450353622436523,1.68154859542847,-0.450353622436523,1.70696449279785,-0.450353622436523,1.72408294677734,-0.450353622436523,1.74148750305176,-0.450353622436523,2.38178730010986,-0.450353622436523,2.32904815673828,-0.450353622436523,2.30177307128906,-0.450353622436523,2.30544471740723,-0.450353622436523,2.14112663269043,-0.450353622436523,2.07198429107666,-0.450353622436523,2.02687549591064,-0.450353622436523,1.99755001068115,-0.450353622436523,2.51420497894287,-0.450353622436523,2.44353771209717,-0.450353622436523,2.41635799407959,-0.450353622436523,2.39509105682373,-0.450353622436523,-0.329256057739258,-0.450353622436523,-0.406503677368164,-0.450353622436523,-0.416040420532227,-0.450353622436523,-0.379323959350586
-0.40035343170166,0.588157176971436,-0.40035343170166,0.592639446258545,-0.40035343170166,0.620248317718506,-0.40035343170166,0.653388500213623,-0.40035343170166,1.75994110107422,-0.40035343170166,1.79990005493164,-0.40035343170166,1.85321044921875,-0.40035343170166,1.89402866363525,-0.40035343170166,2.42098331451416,-0.40035343170166,2.44964122772217,-0.40035343170166,2.46828556060791,-0.40035343170166,2.49036312103271,-0.40035343170166,3.1698112487793,-0.40035343170166,3.11354351043701,-0.40035343170166,3.08798503875732,-0.40035343170166,3.09547138214111,-0.40035343170166,2.913987159729,-0.40035343170166,2.8363094329834,-0.40035343170166,2.78600311279297,-0.40035343170166,2.75658226013184,-0.40035343170166,3.33498764038086,-0.40035343170166,3.25015830993652,-0.40035343170166,3.21735191345215,-0.40035343170166,3.19436836242676,-0.40035343170166,0.0844244956970215,-0.40035343170166,0.014042854309082,-0.40035343170166,0.0180482864379883,-0.40035343170166,0.0647788047790527
-0.350353240966797,1.11058187484741,-0.350353240966797,1.12493467330933,-0.350353240966797,1.1600775718689,-0.350353240966797,1.20037078857422,-0.350353240966797,2.43061542510986,-0.350353240966797,2.47114658355713,-0.350353240966797,2.52965450286865,-0.350353240966797,2.57476329803467,-0.350353240966797,3.12479686737061,-0.350353240966797,3.15407562255859,-0.350353240966797,3.17419815063477,-0.350353240966797,3.19999504089355,-0.350353240966797,3.90895938873291,-0.350353240966797,3.84625434875488,-0.350353240966797,3.82508277893066,-0.350353240966797,3.83533477783203,-0.350353240966797,3.64459991455078,-0.350353240966797,3.55800533294678,-0.350353240966797,3.50049877166748,-0.350353240966797,3.47098255157471,-0.350353240966797,4.09778690338135,-0.350353240966797,4.00008296966553,-0.350353240966797,3.96231746673584,-0.350353240966797,3.9380464553833,-0.350353240966797,0.487401008605957,-0.350353240966797,0.425936222076416,-0.350353240966797,0.444533348083496,-0.350353240966797,0.501181602478027
-0.300431251525879,1.62208700180054,-0.300431251525879,1.64621496200562,-0.300431251525879,1.68889236450195,-0.300431251525879,1.73624229431152,-0.300431251525879,3.07449054718018,-0.300431251525879,3.11416339874268,-0.300431251525879,3.17748832702637,-0.300431251525879,3.22598266601563,-0.300431251525879,3.78746032714844,-0.300431251525879,3.81640434265137,-0.300431251525879,3.83748054504395,-0.300431251525879,3.86594772338867,-0.300431251525879,4.59265041351318,-0.300431251525879,4.53090000152588,-0.300431251525879,4.50672435760498,-0.300431251525879,4.51955127716064,-0.300431251525879,4.32914924621582,-0.300431251525879,4.23278045654297,-0.300431251525879,4.16797828674316,-0.300431251525879,4.1373176574707,-0.300431251525879,4.79883575439453,-0.300431251525879,4.68830490112305,-0.300431251525879,4.64691543579102,-0.300431251525879,4.62207126617432,-0.300431251525879,0.880602359771729,-0.300431251525879,0.830105304718018,-0.300431251525879,0.864532947540283,-0.300431251525879,0.931099414825439
-0.250431060791016,2.12276744842529,-0.250431060791016,2.15552711486816,-0.250431060791016,2.20616722106934,-0.250431060791016,2.26057434082031,-0.250431060791016,3.69266510009766,-0.250431060791016,3.73176574707031,-0.250431060791016,3.79909515380859,-0.250431060791016,3.84849548339844,-0.250431060791016,4.41030788421631,-0.250431060791016,4.43929958343506,-0.250431060791016,4.46042346954346,-0.250431060791016,4.49017810821533,-0.250431060791016,5.2231273651123,-0.250431060791016,5.16218757629395,-0.250431060791016,5.13643836975098,-0.250431060791016,5.1494083404541,-0.250431060791016,4.97316837310791,-0.250431060791016,4.86697578430176,-0.250431060791016,4.79416275024414,-0.250431060791016,4.76173782348633,-0.250431060791016,5.44471454620361,-0.250431060791016,5.32235717773438,-0.250431060791016,5.27743911743164,-0.250431060791016,5.2524528503418,-0.250431060791016,1.26736640930176,-0.250431060791016,1.22840881347656,-0.250431060791016,1.2799072265625,-0.250431060791016,1.35577249526978
-0.200430870056152,2.61090755462646,-0.200430870056152,2.65124893188477,-0.200430870056152,2.70980453491211,-0.200430870056152,2.77093505859375,-0.200430870056152,4.28384971618652,-0.200430870056152,4.3206615447998,-0.200430870056152,4.38970851898193,-0.200430870056152,4.43829822540283,-0.200430870056152,4.99085903167725,-0.200430870056152,5.01937389373779,-0.200430870056152,5.03921031951904,-0.200430870056152,5.07063388824463,-0.200430870056152,5.81052303314209,-0.200430870056152,5.7513952255249,-0.200430870056152,5.72373867034912,-0.200430870056152,5.73661327362061,-0.200430870056152,5.57002735137939,-0.200430870056152,5.45577716827393,-0.200430870056152,5.37795734405518,-0.200430870056152,5.34395790100098,-0.200430870056152,6.04798793792725,-0.200430870056152,5.91638088226318,-0.200430870056152,5.86631298065186,-0.200430870056152,5.84104061126709,-0.200430870056152,1.6496958732605,-0.200430870056152,1.62046575546265,-0.200430870056152,1.68932151794434,-0.200430870056152,1.775390625
-0.150507926940918,3.08865261077881,-0.150507926940918,3.13462066650391,-0.150507926940918,3.20099639892578,-0.150507926940918,3.2677059173584,-0.150507926940918,4.84365844726563,-0.150507926940918,4.87741947174072,-0.150507926940918,4.94479656219482,-0.150507926940918,4.99081134796143,-0.150507926940918,5.52510929107666,-0.150507926940918,5.56113243103027,-0.150507926940918,5.58163642883301,-0.150507926940918,5.61406135559082,-0.150507926940918,6.33695125579834,-0.150507926940918,6.27877712249756,-0.150507926940918,6.253981590271,-0.150507926940918,6.26685619354248,-0.150507926940918,6.10759258270264,-0.150507926940918,5.99267482757568,-0.150507926940918,5.9187650680542,-0.150507926940918,5.887770652771,-0.150507926940918,6.58013820648193,-0.150507926940918,6.45091533660889,-0.150507926940918,6.39798641204834,-0.150507926940918,6.37223720550537,-0.150507926940918,2.03111934661865,-0.150507926940918,2.00937557220459,-0.150507926940918,2.09720897674561,-0.150507926940918,2.19095611572266
-0.100507736206055,3.55891132354736,-0.100507736206055,3.60936069488525,-0.100507736206055,3.68274688720703,-0.100507736206055,3.75336647033691,-0.100507736206055,5.36288833618164,-0.100507736206055,5.39416980743408,-0.100507736206055,5.45506191253662,-0.100507736206055,5.49735736846924,-0.100507736206055,6.00793361663818,-0.100507736206055,6.03368282318115,-0.100507736206055,6.05943202972412,-0.100507736206055,6.09424114227295,-0.100507736206055,6.79471492767334,-0.100507736206055,6.73129558563232,-0.100507736206055,6.71699047088623,-0.100507736206055,6.72986507415771,-0.100507736206055,6.55343532562256,-0.100507736206055,6.43899440765381,-0.100507736206055,6.37223720550537,-0.100507736206055,6.34839534759521,-0.100507736206055,7.02646255493164,-0.100507736206055,6.91488265991211,-0.100507736206055,6.85336589813232,-0.100507736206055,6.82618618011475,-0.100507736206055,2.41287708282471,-0.100507736206055,2.39852428436279,-0.100507736206055,2.50547885894775,-0.100507736206055,2.60542392730713
-0.0505075454711914,4.02464008331299,-0.0505075454711914,4.07909488677979,-0.0505075454711914,4.15639114379883,-0.0505075454711914,4.22643852233887,-0.0505075454711914,5.83531856536865,-0.0505075454711914,5.85963726043701,-0.0505075454711914,5.91018199920654,-0.0505075454711914,5.94499111175537,-0.0505075454711914,6.40990734100342,-0.0505075454711914,6.43041133880615,-0.0505075454711914,6.45473003387451,-0.0505075454711914,6.48524761199951,-0.0505075454711914,7.17952728271484,-0.0505075454711914,7.09798812866211,-0.0505075454711914,7.09131240844727,-0.0505075454711914,7.09941864013672,-0.0505075454711914,6.93681716918945,-0.0505075454711914,6.80997371673584,-0.0505075454711914,6.73272609710693,-0.0505075454711914,6.70840740203857,-0.0505075454711914,7.39362716674805,-0.0505075454711914,7.28967666625977,-0.0505075454711914,7.22196578979492,-0.0505075454711914,7.1885871887207,-0.0505075454711914,2.78948402404785,-0.0505075454711914,2.79196357727051,-0.0505075454711914,2.91579914093018,-0.0505075454711914,3.01846218109131
-0.000585556030273438,4.46562099456787,-0.000585556030273438,4.5253210067749,-0.000585556030273438,4.60094738006592,-0.000585556030273438,4.66665649414063,-0.000585556030273438,6.23013973236084,-0.000585556030273438,6.24158382415771,-0.000585556030273438,6.27162456512451,-0.000585556030273438,6.28879070281982,-0.000585556030273438,6.7427396774292,-0.000585556030273438,6.75132274627686,-0.000585556030273438,6.76372051239014,-0.000585556030273438,6.78660869598389,-0.000585556030273438,7.50139236450195,-0.000585556030273438,7.40411758422852,-0.000585556030273438,7.40030288696289,-0.000585556030273438,7.40983963012695,-0.000585556030273438,7.27108001708984,-0.000585556030273438,7.13136672973633,-0.000585556030273438,7.04935073852539,-0.000585556030273438,7.02598571777344,-0.000585556030273438,7.70023345947266,-0.000585556030273438,7.60486602783203,-0.000585556030273438,7.53477096557617,-0.000585556030273438,7.49948501586914,-0.000585556030273438,3.14787673950195,-0.000585556030273438,3.17682075500488,-0.000585556030273438,3.30947685241699,-0.000585556030273438,3.41085338592529
0.0494146347045898,4.85858345031738,0.0494146347045898,4.92114543914795,0.0494146347045898,4.98814105987549,0.0494146347045898,5.04974842071533,0.0494146347045898,6.55248165130615,0.0494146347045898,6.55438899993896,0.0494146347045898,6.57298564910889,0.0494146347045898,6.57918453216553,0.0494146347045898,7.01740264892578,0.0494146347045898,7.01644897460938,0.0494146347045898,7.020263671875,0.0494146347045898,7.04410552978516,0.0494146347045898,7.76508331298828,0.0494146347045898,7.65970230102539,0.0494146347045898,7.65588760375977,0.0494146347045898,7.66494750976563,0.0494146347045898,7.55765914916992,0.0494146347045898,7.40983963012695,0.0494146347045898,7.325439453125,0.0494146347045898,7.29825973510742,0.0494146347045898,7.95867919921875,0.0494146347045898,7.86617279052734,0.0494146347045898,7.79083251953125,0.0494146347045898,7.75459289550781,0.0494146347045898,3.47856426239014,0.0494146347045898,3.5305871963501,0.0494146347045898,3.66338729858398,0.0494146347045898,3.76156806945801
