receptor_0mA_1min: CV i vs E Scan 2,,receptor_0mA_1min: CV i vs E Scan 3,,receptor_0mA_1min: CV i vs E Scan 4,,receptor_0mA_1min: CV i vs E Scan 5,,receptor_0mA_5min: CV i vs E Scan 2,,receptor_0mA_5min: CV i vs E Scan 3,,receptor_0mA_5min: CV i vs E Scan 4,,receptor_0mA_5min: CV i vs E Scan 5,,receptor_0mA_10min: CV i vs E Scan 2,,receptor_0mA_10min: CV i vs E Scan 3,,receptor_0mA_10min: CV i vs E Scan 4,,receptor_0mA_10min: CV i vs E Scan 5,,receptor_0mA_15min: CV i vs E Scan 2,,receptor_0mA_15min: CV i vs E Scan 3,,receptor_0mA_15min: CV i vs E Scan 4,,receptor_0mA_15min: CV i vs E Scan 5,,receptor_0mA_20min: CV i vs E Scan 2 [1],,receptor_0mA_20min: CV i vs E Scan 3 [1],,receptor_0mA_20min: CV i vs E Scan 4 [1],,receptor_0mA_20min: CV i vs E Scan 5 [1],,receptor_0mA_25min: CV i vs E Scan 2,,receptor_0mA_25min: CV i vs E Scan 3,,receptor_0mA_25min: CV i vs E Scan 4,,receptor_0mA_25min: CV i vs E Scan 5,,receptor_0mA_30min: CV i vs E Scan 2,,receptor_0mA_30min: CV i vs E Scan 3,,receptor_0mA_30min: CV i vs E Scan 4,,receptor_0mA_30min: CV i vs E Scan 5
Date and time measurement:,2025-07-04 12:22:01,Date and time measurement:,2025-07-04 12:22:01,Date and time measurement:,2025-07-04 12:22:01,Date and time measurement:,2025-07-04 12:22:01,Date and time measurement:,2025-07-04 12:26:21,Date and time measurement:,2025-07-04 12:26:21,Date and time measurement:,2025-07-04 12:26:21,Date and time measurement:,2025-07-04 12:26:21,Date and time measurement:,2025-07-04 12:30:50,Date and time measurement:,2025-07-04 12:30:50,Date and time measurement:,2025-07-04 12:30:50,Date and time measurement:,2025-07-04 12:30:50,Date and time measurement:,2025-07-04 12:35:11,Date and time measurement:,2025-07-04 12:35:11,Date and time measurement:,2025-07-04 12:35:11,Date and time measurement:,2025-07-04 12:35:11,Date and time measurement:,2025-07-04 12:40:55,Date and time measurement:,2025-07-04 12:40:55,Date and time measurement:,2025-07-04 12:40:55,Date and time measurement:,2025-07-04 12:40:55,Date and time measurement:,2025-07-04 12:46:26,Date and time measurement:,2025-07-04 12:46:26,Date and time measurement:,2025-07-04 12:46:26,Date and time measurement:,2025-07-04 12:46:26,Date and time measurement:,2025-07-04 12:50:52,Date and time measurement:,2025-07-04 12:50:52,Date and time measurement:,2025-07-04 12:50:52,Date and time measurement:,2025-07-04 12:50:52,
V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA,V,µA
-0.500275611877441,-0.842814445495605,-0.500275611877441,-0.94724178314209,-0.500275611877441,-0.980620384216309,-0.500275611877441,-0.987296104431152,-0.500275611877441,-1.07551097869873,-0.500275611877441,-1.10364437103271,-0.500275611877441,-1.11556529998779,-0.500275611877441,-1.12319469451904,-0.500275611877441,-1.07551097869873,-0.500275611877441,-1.12748622894287,-0.500275611877441,-1.15657329559326,-0.500275611877441,-1.16754055023193,-0.500275611877441,-1.13034725189209,-0.500275611877441,-1.14274501800537,-0.500275611877441,-1.15037441253662,-0.500275611877441,-1.15848064422607,-0.500275611877441,-1.15466594696045,-0.500275611877441,-0.981574058532715,-0.500275611877441,-0.956301689147949,-0.500275611877441,-0.94581127166748,-0.500275611877441,-1.06549739837646,-0.500275611877441,-1.05309963226318,-0.500275611877441,-1.04213237762451,-0.500275611877441,-1.03259563446045,-0.500275611877441,-1.0712194442749,-0.500275611877441,-1.10602855682373,-0.500275611877441,-1.11365795135498,-0.500275611877441,-1.10936641693115
-0.450353622436523,-0.341653823852539,-0.450353622436523,-0.438451766967773,-0.450353622436523,-0.476598739624023,-0.450353622436523,-0.48518180847168,-0.450353622436523,-0.700240135192871,-0.450353622436523,-0.713114738464355,-0.450353622436523,-0.714545249938965,-0.450353622436523,-0.714068412780762,-0.450353622436523,-0.742678642272949,-0.450353622436523,-0.782256126403809,-0.450353622436523,-0.801329612731934,-0.450353622436523,-0.803236961364746,-0.450353622436523,-0.776057243347168,-0.450353622436523,-0.775580406188965,-0.450353622436523,-0.773673057556152,-0.450353622436523,-0.770812034606934,-0.450353622436523,-0.62680721282959,-0.450353622436523,-0.436544418334961,-0.450353622436523,-0.404119491577148,-0.450353622436523,-0.390291213989258,-0.450353622436523,-0.612497329711914,-0.450353622436523,-0.588178634643555,-0.450353622436523,-0.56910514831543,-0.450353622436523,-0.550031661987305,-0.450353622436523,-0.70310115814209,-0.450353622436523,-0.721220970153809,-0.450353622436523,-0.715498924255371,-0.450353622436523,-0.697379112243652
-0.40035343170166,0.133752822875977,-0.40035343170166,0.0483989715576172,-0.40035343170166,0.00834465026855469,-0.40035343170166,-0.000238418579101563,-0.40035343170166,-0.338865756988525,-0.40035343170166,-0.335289478302002,-0.40035343170166,-0.325514316558838,-0.40035343170166,-0.316406726837158,-0.40035343170166,-0.42045259475708,-0.40035343170166,-0.446345329284668,-0.40035343170166,-0.455119132995605,-0.40035343170166,-0.448443412780762,-0.40035343170166,-0.433374881744385,-0.40035343170166,-0.419260501861572,-0.40035343170166,-0.406958103179932,-0.40035343170166,-0.392271518707275,-0.40035343170166,-0.117063522338867,-0.40035343170166,0.0917911529541016,-0.40035343170166,0.131845474243164,-0.40035343170166,0.149965286254883,-0.40035343170166,-0.173330307006836,-0.40035343170166,-0.135183334350586,-0.40035343170166,-0.108003616333008,-0.40035343170166,-0.0793933868408203,-0.40035343170166,-0.346638202667236,-0.40035343170166,-0.346781253814697,-0.40035343170166,-0.327707767486572,-0.40035343170166,-0.295949935913086
-0.350353240966797,0.587966442108154,-0.350353240966797,0.517060279846191,-0.350353240966797,0.478388786315918,-0.350353240966797,0.471665382385254,-0.350353240966797,0.0104665756225586,-0.350353240966797,0.0313043594360352,-0.350353240966797,0.0531911849975586,-0.350353240966797,0.0715022087097168,-0.350353240966797,-0.107264995574951,-0.350353240966797,-0.119042873382568,-0.350353240966797,-0.116992473602295,-0.350353240966797,-0.10092306137085,-0.350353240966797,-0.101113796234131,-0.350353240966797,-0.0721697807312012,-0.350353240966797,-0.0487565994262695,-0.350353240966797,-0.0219583511352539,-0.350353240966797,0.378443241119385,-0.350353240966797,0.607278347015381,-0.350353240966797,0.655868053436279,-0.350353240966797,0.679328441619873,-0.350353240966797,0.256515502929688,-0.350353240966797,0.309253692626953,-0.350353240966797,0.345160007476807,-0.350353240966797,0.382830142974854,-0.350353240966797,0.000834465026855469,-0.350353240966797,0.0191450119018555,-0.350353240966797,0.0514745712280273,-0.350353240966797,0.0971083641052246
-0.300431251525879,1.01812267303467,-0.300431251525879,0.964526176452637,-0.300431251525879,0.929859638214111,-0.300431251525879,0.926521778106689,-0.300431251525879,0.349308490753174,-0.300431251525879,0.38845682144165,-0.300431251525879,0.422646045684814,-0.300431251525879,0.450684547424316,-0.300431251525879,0.198627471923828,-0.300431251525879,0.201250076293945,-0.300431251525879,0.214696884155273,-0.300431251525879,0.240779876708984,-0.300431251525879,0.222850799560547,-0.300431251525879,0.267339706420898,-0.300431251525879,0.30272102355957,-0.300431251525879,0.342203617095947,-0.300431251525879,0.856140613555908,-0.300431251525879,1.10552740097046,-0.300431251525879,1.16274785995483,-0.300431251525879,1.19235992431641,-0.300431251525879,0.674607753753662,-0.300431251525879,0.742462158203125,-0.300431251525879,0.786855697631836,-0.300431251525879,0.8335862159729,-0.300431251525879,0.341631412506104,-0.300431251525879,0.378443241119385,-0.300431251525879,0.424362659454346,-0.300431251525879,0.483586311340332
-0.250431060791016,1.43044519424438,-0.250431060791016,1.39763879776001,-0.250431060791016,1.36912393569946,-0.250431060791016,1.37055444717407,-0.250431060791016,0.679709911346436,-0.250431060791016,0.737884521484375,-0.250431060791016,0.785091400146484,-0.250431060791016,0.823381900787354,-0.250431060791016,0.499417304992676,-0.250431060791016,0.517012596130371,-0.250431060791016,0.542428016662598,-0.250431060791016,0.578525066375732,-0.250431060791016,0.541569709777832,-0.250431060791016,0.60250997543335,-0.250431060791016,0.650241374969482,-0.250431060791016,0.702741622924805,-0.250431060791016,1.32077264785767,-0.250431060791016,1.59199857711792,-0.250431060791016,1.65899419784546,-0.250431060791016,1.69470977783203,-0.250431060791016,1.08597707748413,-0.250431060791016,1.17037725448608,-0.250431060791016,1.22344970703125,-0.250431060791016,1.27952575683594,-0.250431060791016,0.678136348724365,-0.250431060791016,0.73402214050293,-0.250431060791016,0.793769836425781,-0.250431060791016,0.866678714752197
-0.200430870056152,1.82784271240234,-0.200430870056152,1.81935501098633,-0.200430870056152,1.79823112487793,-0.200430870056152,1.80538368225098,-0.200430870056152,1.00295925140381,-0.200430870056152,1.08106565475464,-0.200430870056152,1.14129018783569,-0.200430870056152,1.19045257568359,-0.200430870056152,0.795867919921875,-0.200430870056152,0.828817844390869,-0.200430870056152,0.866726398468018,-0.200430870056152,0.913218021392822,-0.200430870056152,0.855949878692627,-0.200430870056152,0.934484958648682,-0.200430870056152,0.994900703430176,-0.200430870056152,1.06046581268311,-0.200430870056152,1.77295875549316,-0.200430870056152,2.06721591949463,-0.200430870056152,2.14498901367188,-0.200430870056152,2.18709373474121,-0.200430870056152,1.49152851104736,-0.200430870056152,1.59404897689819,-0.200430870056152,1.65599012374878,-0.200430870056152,1.72141265869141,-0.200430870056152,1.011399269104,-0.200430870056152,1.08735990524292,-0.200430870056152,1.16084051132202,-0.200430870056152,1.24757766723633
-0.150507926940918,2.2152271270752,-0.150507926940918,2.23410987854004,-0.150507926940918,2.2222843170166,-0.150507926940918,2.23549270629883,-0.150507926940918,1.320152759552,-0.150507926940918,1.41895341873169,-0.150507926940918,1.49329280853271,-0.150507926940918,1.55394649505615,-0.150507926940918,1.08960103988647,-0.150507926940918,1.13857221603394,-0.150507926940918,1.18949890136719,-0.150507926940918,1.24638557434082,-0.150507926940918,1.16770696640015,-0.150507926940918,1.26474380493164,-0.150507926940918,1.33832025527954,-0.150507926940918,1.41699838638306,-0.150507926940918,2.21694374084473,-0.150507926940918,2.53609180450439,-0.150507926940918,2.62583351135254,-0.150507926940918,2.67437553405762,-0.150507926940918,1.89402866363525,-0.150507926940918,2.01662349700928,-0.150507926940918,2.08800601959229,-0.150507926940918,2.16234588623047,-0.150507926940918,1.34299325942993,-0.150507926940918,1.43955326080322,-0.150507926940918,1.52738666534424,-0.150507926940918,1.62799978256226
-0.100507736206055,2.59555339813232,-0.100507736206055,2.64614677429199,-0.100507736206055,2.64519309997559,-0.100507736206055,2.66445732116699,-0.100507736206055,1.63362646102905,-0.100507736206055,1.75493431091309,-0.100507736206055,1.84415054321289,-0.100507736206055,1.9159631729126,-0.100507736206055,1.38266611099243,-0.100507736206055,1.44870853424072,-0.100507736206055,1.51279544830322,-0.100507736206055,1.58012533187866,-0.100507736206055,1.4787015914917,-0.100507736206055,1.5945258140564,-0.100507736206055,1.68259763717651,-0.100507736206055,1.77429389953613,-0.100507736206055,2.6536808013916,-0.100507736206055,3.00596904754639,-0.100507736206055,3.1085844039917,-0.100507736206055,3.16318321228027,-0.100507736206055,2.29676628112793,-0.100507736206055,2.44139194488525,-0.100507736206055,2.52274036407471,-0.100507736206055,2.60451793670654,-0.100507736206055,1.67525434494019,-0.100507736206055,1.79351043701172,-0.100507736206055,1.89660358428955,-0.100507736206055,2.01013851165771
-0.0505075454711914,2.96109867095947,-0.0505075454711914,3.04735851287842,-0.0505075454711914,3.06152057647705,-0.0505075454711914,3.08860492706299,-0.0505075454711914,1.94857883453369,-0.0505075454711914,2.09534931182861,-0.0505075454711914,2.20106506347656,-0.0505075454711914,2.28446388244629,-0.0505075454711914,1.6804518699646,-0.0505075454711914,1.76466178894043,-0.0505075454711914,1.84171867370605,-0.0505075454711914,1.91963481903076,-0.0505075454711914,1.79374885559082,-0.0505075454711914,1.92993450164795,-0.0505075454711914,2.03388500213623,-0.0505075454711914,2.13926696777344,-0.0505075454711914,3.09461307525635,-0.0505075454711914,3.48452472686768,-0.0505075454711914,3.59672451019287,-0.0505075454711914,3.65456581115723,-0.0505075454711914,2.70351028442383,-0.0505075454711914,2.86906814575195,-0.0505075454711914,2.96071720123291,-0.0505075454711914,3.0475492477417,-0.0505075454711914,2.01328563690186,-0.0505075454711914,2.15528869628906,-0.0505075454711914,2.27282905578613,-0.0505075454711914,2.39928722381592
-0.000585556030273438,3.29059410095215,-0.000585556030273438,3.39950466156006,-0.000585556030273438,3.42906856536865,-0.000585556030273438,3.46521282196045,-0.000585556030273438,2.26930046081543,-0.000585556030273438,2.44463443756104,-0.000585556030273438,2.56889820098877,-0.000585556030273438,2.66355133056641,-0.000585556030273438,1.9866304397583,-0.000585556030273438,2.09024715423584,-0.000585556030273438,2.17889213562012,-0.000585556030273438,2.26777458190918,-0.000585556030273438,2.11914348602295,-0.000585556030273438,2.27883720397949,-0.000585556030273438,2.39976406097412,-0.000585556030273438,2.51916408538818,-0.000585556030273438,3.53926563262939,-0.000585556030273438,3.94476985931396,-0.000585556030273438,4.05310726165771,-0.000585556030273438,4.10794353485107,-0.000585556030273438,3.10400676727295,-0.000585556030273438,3.28105735778809,-0.000585556030273438,3.38043117523193,-0.000585556030273438,3.47126865386963,-0.000585556030273438,2.35412979125977,-0.000585556030273438,2.51973628997803,-0.000585556030273438,2.65077209472656,-0.000585556030273438,2.78977012634277
0.0494146347045898,3.58909511566162,0.0494146347045898,3.70768547058105,0.0494146347045898,3.74521255493164,0.0494146347045898,3.7852668762207,0.0494146347045898,2.59135723114014,0.0494146347045898,2.78957939147949,0.0494146347045898,2.92948436737061,0.0494146347045898,3.03195667266846,0.0494146347045898,2.29390525817871,0.0494146347045898,2.41540431976318,0.0494146347045898,2.51291751861572,0.0494146347045898,2.61395931243896,0.0494146347045898,2.45626926422119,0.0494146347045898,2.63756370544434,0.0494146347045898,2.77360534667969,0.0494146347045898,2.90187549591064,0.0494146347045898,3.96069622039795,0.0494146347045898,4.33735084533691,0.0494146347045898,4.43529415130615,0.0494146347045898,4.48726940155029,0.0494146347045898,3.4723653793335,0.0494146347045898,3.64617347717285,0.0494146347045898,3.74740600585938,0.0494146347045898,3.84143829345703,0.0494146347045898,2.6771411895752,0.0494146347045898,2.85724258422852,0.0494146347045898,2.99619388580322,0.0494146347045898,3.14530181884766
